ID	site	nation	POINT_X	POINT_Y	type	name	asset_no	caption	date_est	image
94	BLUE QUILLS	"Shared By: Beaver Lk, Frog Lk, Heart Lk, Kehewin Cree, Saddle Lk"	-111.3712412	53.99669558	Bridge / Culvert	Testing data: BLUE QUILLS:Bridge / Culvert94	494619-01	"this is testing data, not a real asset that exists"	1983-03-28T08:43:06Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
95	BLUE QUILLS	"Shared By: Beaver Lk, Frog Lk, Heart Lk, Kehewin Cree, Saddle Lk"	-111.3678264	54.00114429	Bridge / Culvert	Testing data: BLUE QUILLS:Bridge / Culvert95	587415-01	"this is testing data, not a real asset that exists"	1966-03-10T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
96	PUSKIAKIWENIN 122	Frog Lake First Nation	-110.508657	53.99994495	Bridge / Culvert	Testing data: PUSKIAKIWENIN 122:Bridge / Culvert96	166557-01	"this is testing data, not a real asset that exists"	1978-11-10T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
97	SADDLE LAKE 125	Saddle Lake Cree Nation	-111.6851082	54.05980748	Bridge / Culvert	Testing data: SADDLE LAKE 125:Bridge / Culvert97	495942-01	"this is testing data, not a real asset that exists"	1890-09-27T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
98	KEHEWIN 123	Kehewin Cree Nation	-110.8975447	54.0944353	Bridge / Culvert	Testing data: KEHEWIN 123:Bridge / Culvert98	166332-01	"this is testing data, not a real asset that exists"	1974-08-01T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
99	KEHEWIN 123	Kehewin Cree Nation	-110.8026145	54.11651875	Bridge / Culvert	Testing data: KEHEWIN 123:Bridge / Culvert99	580582-01	"this is testing data, not a real asset that exists"	1998-11-06T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
100	ALEXIS WHITECOURT 232	Alexis Nakota Sioux Nation	-115.8243391	54.20004687	Bridge / Culvert	Testing data: ALEXIS WHITECOURT 232:Bridge / Culvert100	352083-01	"this is testing data, not a real asset that exists"	1907-03-04T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
101	ALEXIS WHITECOURT 232	Alexis Nakota Sioux Nation	-115.8320438	54.20967436	Bridge / Culvert	Testing data: ALEXIS WHITECOURT 232:Bridge / Culvert101	772736-01	"this is testing data, not a real asset that exists"	1933-03-02T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
102	ALEXIS WHITECOURT 232	Alexis Nakota Sioux Nation	-115.8258967	54.22583897	Bridge / Culvert	Testing data: ALEXIS WHITECOURT 232:Bridge / Culvert102	119628-01	"this is testing data, not a real asset that exists"	1958-05-29T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
103	ALEXIS WHITECOURT 232	Alexis Nakota Sioux Nation	-115.7839068	54.24340387	Bridge / Culvert	Testing data: ALEXIS WHITECOURT 232:Bridge / Culvert103	806901-01	"this is testing data, not a real asset that exists"	1974-10-01T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
104	ALEXANDER 134A	Alexander First Nation	-116.4343422	54.26985611	Bridge / Culvert	Testing data: ALEXANDER 134A:Bridge / Culvert104	334134-01	"this is testing data, not a real asset that exists"	1978-11-10T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
105	ALEXANDER 134A	Alexander First Nation	-116.4601709	54.287772	Bridge / Culvert	Testing data: ALEXANDER 134A:Bridge / Culvert105	153204-01	"this is testing data, not a real asset that exists"	1992-10-27T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
106	ALEXANDER 134A	Alexander First Nation	-116.435325	54.29531506	Bridge / Culvert	Testing data: ALEXANDER 134A:Bridge / Culvert106	210449-01	"this is testing data, not a real asset that exists"	2013-03-25T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
107	ALEXANDER 134A	Alexander First Nation	-116.4398548	54.31590002	Bridge / Culvert	Testing data: ALEXANDER 134A:Bridge / Culvert107	878415-01	"this is testing data, not a real asset that exists"	1970-10-21T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
108	WHITE FISH LAKE 128	Saddle Lake Cree Nation	-111.8007915	54.29429927	Bridge / Culvert	Testing data: WHITE FISH LAKE 128:Bridge / Culvert108	831232-01	"this is testing data, not a real asset that exists"	1935-12-21T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
109	ALEXANDER 134B	Alexander First Nation	-114.8124732	54.34157919	Bridge / Culvert	Testing data: ALEXANDER 134B:Bridge / Culvert109	784574-01	"this is testing data, not a real asset that exists"	1960-07-06T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
110	ALEXANDER 134B	Alexander First Nation	-114.8107843	54.34199849	Bridge / Culvert	Testing data: ALEXANDER 134B:Bridge / Culvert110	318261-01	"this is testing data, not a real asset that exists"	1980-07-01T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
111	ALEXANDER 134B	Alexander First Nation	-114.8123147	54.34230041	Bridge / Culvert	Testing data: ALEXANDER 134B:Bridge / Culvert111	272329-01	"this is testing data, not a real asset that exists"	1895-02-11T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
112	WHITE FISH LAKE 128	Saddle Lake Cree Nation	-111.8328417	54.31950994	Bridge / Culvert	Testing data: WHITE FISH LAKE 128:Bridge / Culvert112	704511-01	"this is testing data, not a real asset that exists"	1886-12-07T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
113	COLD LAKE 149	Cold Lake First Nations	-110.342288	54.2886263	Bridge / Culvert	Testing data: COLD LAKE 149:Bridge / Culvert113	176411-01	"this is testing data, not a real asset that exists"	1908-02-07T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
114	COLD LAKE 149	Cold Lake First Nations	-110.2350683	54.30941876	Bridge / Culvert	Testing data: COLD LAKE 149:Bridge / Culvert114	318977-01	"this is testing data, not a real asset that exists"	1915-10-04T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
115	COLD LAKE 149	Cold Lake First Nations	-110.229841	54.33466846	Bridge / Culvert	Testing data: COLD LAKE 149:Bridge / Culvert115	253749-01	"this is testing data, not a real asset that exists"	1923-03-02T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
116	COLD LAKE 149A	Cold Lake First Nations	-110.1642104	54.45725156	Bridge / Culvert	Testing data: COLD LAKE 149A:Bridge / Culvert116	405251-01	"this is testing data, not a real asset that exists"	1925-03-03T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
117	COLD LAKE 149A	Cold Lake First Nations	-110.1647984	54.45944595	Bridge / Culvert	Testing data: COLD LAKE 149A:Bridge / Culvert117	554212-01	"this is testing data, not a real asset that exists"	1935-08-21T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
118	COLD LAKE 149A	Cold Lake First Nations	-110.1425563	54.45930978	Bridge / Culvert	Testing data: COLD LAKE 149A:Bridge / Culvert118	112048-01	"this is testing data, not a real asset that exists"	1948-04-28T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
119	COLD LAKE 149B	Cold Lake First Nations	-110.2440328	54.4789843	Bridge / Culvert	Testing data: COLD LAKE 149B:Bridge / Culvert119	374193-01	"this is testing data, not a real asset that exists"	1965-08-21T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
120	COLD LAKE 149B	Cold Lake First Nations	-110.2156476	54.50490893	Bridge / Culvert	Testing data: COLD LAKE 149B:Bridge / Culvert120	295203-01	"this is testing data, not a real asset that exists"	1980-12-19T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
121	COLD LAKE 149B	Cold Lake First Nations	-110.2434306	54.52025432	Bridge / Culvert	Testing data: COLD LAKE 149B:Bridge / Culvert121	639556-01	"this is testing data, not a real asset that exists"	2011-11-01T08:43:06Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
122	COLD LAKE 149B	Cold Lake First Nations	-110.2852001	54.53974763	Bridge / Culvert	Testing data: COLD LAKE 149B:Bridge / Culvert122	494278-01	"this is testing data, not a real asset that exists"	2016-04-12T08:43:06Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
123	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.8919205	54.65388283	Bridge / Culvert	Testing data: BEAVER LAKE #131:Bridge / Culvert123	727291-01	"this is testing data, not a real asset that exists"	1902-05-22T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
124	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.8959381	54.68268196	Bridge / Culvert	Testing data: BEAVER LAKE #131:Bridge / Culvert124	513613-01	"this is testing data, not a real asset that exists"	1910-05-11T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
125	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.8588588	54.69869778	Bridge / Culvert	Testing data: BEAVER LAKE #131:Bridge / Culvert125	207031-01	"this is testing data, not a real asset that exists"	1922-01-24T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
126	COLD LAKE 149C	Cold Lake First Nations	-110.0637377	54.71862154	Bridge / Culvert	Testing data: COLD LAKE 149C:Bridge / Culvert126	340129-01	"this is testing data, not a real asset that exists"	1929-04-12T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
127	COLD LAKE 149C	Cold Lake First Nations	-110.0521351	54.72829593	Bridge / Culvert	Testing data: COLD LAKE 149C:Bridge / Culvert127	678043-01	"this is testing data, not a real asset that exists"	1936-08-16T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
128	COLD LAKE 149C	Cold Lake First Nations	-110.0138507	54.74074124	Bridge / Culvert	Testing data: COLD LAKE 149C:Bridge / Culvert128	328288-01	"this is testing data, not a real asset that exists"	1968-10-02T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
129	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.5692696	54.98154296	Bridge / Culvert	Testing data: STURGEON LAKE 154B:Bridge / Culvert129	173851-01	"this is testing data, not a real asset that exists"	1978-12-01T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
130	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.5599447	54.98311215	Bridge / Culvert	Testing data: STURGEON LAKE 154B:Bridge / Culvert130	609868-01	"this is testing data, not a real asset that exists"	1978-12-01T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
131	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.5547262	54.98465055	Bridge / Culvert	Testing data: STURGEON LAKE 154B:Bridge / Culvert131	179986-01	"this is testing data, not a real asset that exists"	1902-07-01T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
132	HEART LAKE 167	Heart Lake First Nation	-111.5546078	54.99700811	Bridge / Culvert	Testing data: HEART LAKE 167:Bridge / Culvert132	399713-01	"this is testing data, not a real asset that exists"	1965-11-11T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
133	HEART LAKE 167A	Heart Lake First Nation	-111.7151919	55.00722434	Bridge / Culvert	Testing data: HEART LAKE 167A:Bridge / Culvert133	271657-01	"this is testing data, not a real asset that exists"	1978-11-10T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
134	HEART LAKE 167A	Heart Lake First Nation	-111.7138693	55.00786674	Bridge / Culvert	Testing data: HEART LAKE 167A:Bridge / Culvert134	122250-01	"this is testing data, not a real asset that exists"	1983-03-28T08:43:06Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
135	HEART LAKE 167A	Heart Lake First Nation	-111.7148894	55.00862086	Bridge / Culvert	Testing data: HEART LAKE 167A:Bridge / Culvert135	585395-01	"this is testing data, not a real asset that exists"	1966-03-10T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
136	HEART LAKE 167	Heart Lake First Nation	-111.5529653	55.05461028	Bridge / Culvert	Testing data: HEART LAKE 167:Bridge / Culvert136	747489-01	"this is testing data, not a real asset that exists"	1978-11-10T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
137	HEART LAKE 167	Heart Lake First Nation	-111.5073395	55.07222364	Bridge / Culvert	Testing data: HEART LAKE 167:Bridge / Culvert137	651329-01	"this is testing data, not a real asset that exists"	1890-09-27T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
138	STURGEON LAKE 154A	Sturgeon Lake Cree Nation	-117.4387098	55.1162092	Bridge / Culvert	Testing data: STURGEON LAKE 154A:Bridge / Culvert138	284513-01	"this is testing data, not a real asset that exists"	1974-08-01T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
139	STURGEON LAKE 154A	Sturgeon Lake Cree Nation	-117.4597501	55.12311002	Bridge / Culvert	Testing data: STURGEON LAKE 154A:Bridge / Culvert139	876117-01	"this is testing data, not a real asset that exists"	1890-08-30T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
140	STURGEON LAKE 154A	Sturgeon Lake Cree Nation	-117.4818136	55.1315218	Bridge / Culvert	Testing data: STURGEON LAKE 154A:Bridge / Culvert140	879125-01	"this is testing data, not a real asset that exists"	1933-08-10T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
141	JEAN BAPTISTE GAMBLER 183	Bigstone Cree First Nation	-113.2233143	55.25889383	Bridge / Culvert	Testing data: JEAN BAPTISTE GAMBLER 183:Bridge / Culvert141	621958-01	"this is testing data, not a real asset that exists"	1866-04-07T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
142	JEAN BAPTISTE GAMBLER 183	Bigstone Cree First Nation	-113.2304987	55.26636919	Bridge / Culvert	Testing data: JEAN BAPTISTE GAMBLER 183:Bridge / Culvert142	770028-01	"this is testing data, not a real asset that exists"	1944-01-15T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
143	JEAN BAPTISTE GAMBLER 183	Bigstone Cree First Nation	-113.2154814	55.26838991	Bridge / Culvert	Testing data: JEAN BAPTISTE GAMBLER 183:Bridge / Culvert143	523733-01	"this is testing data, not a real asset that exists"	1962-07-25T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
144	JEAN BAPTISTE GAMBLER 183	Bigstone Cree First Nation	-113.2208304	55.27044441	Bridge / Culvert	Testing data: JEAN BAPTISTE GAMBLER 183:Bridge / Culvert144	402445-01	"this is testing data, not a real asset that exists"	1965-07-30T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
145	SAWRIDGE 150G	Sawridge Band	-114.6108233	55.28924733	Bridge / Culvert	Testing data: SAWRIDGE 150G:Bridge / Culvert145	235932-01	"this is testing data, not a real asset that exists"	1968-04-05T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
146	SAWRIDGE 150G	Sawridge Band	-114.604	55.29315134	Bridge / Culvert	Testing data: SAWRIDGE 150G:Bridge / Culvert146	430621-01	"this is testing data, not a real asset that exists"	1972-10-09T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
147	SAWRIDGE 150G	Sawridge Band	-114.6059558	55.29807913	Bridge / Culvert	Testing data: SAWRIDGE 150G:Bridge / Culvert147	663219-01	"this is testing data, not a real asset that exists"	1977-05-26T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
148	SAWRIDGE 150H	Sawridge Band	-114.8334052	55.30415859	Bridge / Culvert	Testing data: SAWRIDGE 150H:Bridge / Culvert148	157869-01	"this is testing data, not a real asset that exists"	1980-10-10T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
149	SAWRIDGE 150H	Sawridge Band	-114.8969931	55.31225615	Bridge / Culvert	Testing data: SAWRIDGE 150H:Bridge / Culvert149	475092-01	"this is testing data, not a real asset that exists"	1990-10-31T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
150	SAWRIDGE 150H	Sawridge Band	-114.9064952	55.31749988	Bridge / Culvert	Testing data: SAWRIDGE 150H:Bridge / Culvert150	813971-01	"this is testing data, not a real asset that exists"	1999-11-29T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
151	SWAN RIVER 150E	Swan River First Nation	-115.4461685	55.34006846	Bridge / Culvert	Testing data: SWAN RIVER 150E:Bridge / Culvert151	193164-01	"this is testing data, not a real asset that exists"	1907-03-11T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
152	SWAN RIVER 150E	Swan River First Nation	-115.3916533	55.35285786	Bridge / Culvert	Testing data: SWAN RIVER 150E:Bridge / Culvert152	759858-01	"this is testing data, not a real asset that exists"	1938-06-01T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
153	DRIFT PILE RIVER 150	Driftpile First Nation	-115.768364	55.36898213	Bridge / Culvert	Testing data: DRIFT PILE RIVER 150:Bridge / Culvert153	529245-01	"this is testing data, not a real asset that exists"	1959-04-14T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
154	DRIFT PILE RIVER 150	Driftpile First Nation	-115.8072066	55.37774055	Bridge / Culvert	Testing data: DRIFT PILE RIVER 150:Bridge / Culvert154	168472-01	"this is testing data, not a real asset that exists"	1976-06-30T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
155	SWAN RIVER 150E	Swan River First Nation	-115.3612436	55.38514724	Bridge / Culvert	Testing data: SWAN RIVER 150E:Bridge / Culvert155	243916-01	"this is testing data, not a real asset that exists"	1980-12-22T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
156	ASSINEAU RIVER 150F	Swan River First Nation	-115.182255	55.38702642	Bridge / Culvert	Testing data: ASSINEAU RIVER 150F:Bridge / Culvert156	507851-01	"this is testing data, not a real asset that exists"	1994-10-31T08:43:06Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
157	ASSINEAU RIVER 150F	Swan River First Nation	-115.1944786	55.38808614	Bridge / Culvert	Testing data: ASSINEAU RIVER 150F:Bridge / Culvert157	315007-01	"this is testing data, not a real asset that exists"	2013-03-25T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
158	ASSINEAU RIVER 150F	Swan River First Nation	-115.1911478	55.38949902	Bridge / Culvert	Testing data: ASSINEAU RIVER 150F:Bridge / Culvert158	851799-01	"this is testing data, not a real asset that exists"	1876-08-02T00:00:00Z	https://s0.geograph.org.uk/geophotos/01/16/21/1162194_02646196.jpg
